,Date,Username,Tweet
65,2022-09-26 11:05:01+00:00,naira_rates,"Mon September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦707.215
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦861.591
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦730.737

 v1.0.5"
66,2022-09-25 11:05:01+00:00,naira_rates,"Sun September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦707.215
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦861.591
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦730.737

 v1.0.5"
67,2022-09-24 11:05:01+00:00,naira_rates,"Sat September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦707.215
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦861.591
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦730.737

 v1.0.5"
68,2022-09-23 11:05:01+00:00,naira_rates,"Fri September, 11:05:00 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦707.215
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦861.591
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦730.737

 v1.0.5"
69,2022-09-22 11:05:01+00:00,naira_rates,"Thu September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦701.771
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦854.959
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦725.112

 v1.0.5"
70,2022-09-21 11:05:01+00:00,naira_rates,"Wed September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦698.837
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦851.384
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦722.080

 v1.0.5"
71,2022-09-20 11:05:01+00:00,naira_rates,"Tue September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦696.894
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦849.018
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦720.073

 v1.0.5"
72,2022-09-19 11:05:01+00:00,naira_rates,"Mon September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦696.894
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦849.018
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦720.073

 v1.0.5"
73,2022-09-18 11:05:01+00:00,naira_rates,"Sun September, 11:05:00 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦696.894
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦849.018
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦720.073

 v1.0.5"
74,2022-09-17 11:05:01+00:00,naira_rates,"Sat September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦696.894
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦849.018
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦720.073

 v1.0.5"
